# Program:featureCounts v2.0.0; Command:"featureCounts" "-O" "-t" "gene" "-g" "ID" "-a" "sequence.gff3" "-o" "counts.txt" "mapped/SRR6176429.bam" "mapped/SRR6176430.bam" "mapped/SRR6176431.bam" "mapped/SRR6176432.bam" "mapped/SRR6176433.bam" "mapped/SRR6176434.bam" "mapped/SRR6176435.bam" "mapped/SRR6176436.bam" "mapped/SRR6176437.bam" "mapped/SRR6176438.bam" "mapped/SRR6176439.bam" "mapped/SRR6176440.bam" 
Geneid	Chr	Start	End	Strand	Length	mapped/SRR6176429.bam	mapped/SRR6176430.bam	mapped/SRR6176431.bam	mapped/SRR6176432.bam	mapped/SRR6176433.bam	mapped/SRR6176434.bam	mapped/SRR6176435.bam	mapped/SRR6176436.bam	mapped/SRR6176437.bam	mapped/SRR6176438.bam	mapped/SRR6176439.bam	mapped/SRR6176440.bam
gene-Rv0225	NC_000962.3	268663	269817	+	1155	1169	1220	1154	898	950	1156	1411	559	1175	1627	226	923
gene-Rv0226c	NC_000962.3	269834	271564	-	1731	720	678	684	599	782	519	719	457	714	1250	189	825
gene-Rv0227c	NC_000962.3	271574	272839	-	1266	906	1113	1095	1052	1602	1144	1069	613	1541	3758	760	2177
gene-Rv0228	NC_000962.3	273055	274278	+	1224	678	884	771	559	660	740	894	424	882	1848	138	1044
gene-Rv0229c	NC_000962.3	274306	274986	-	681	886	1322	1034	808	1020	1628	1010	471	1401	2996	221	1605
gene-Rv0230c	NC_000962.3	274983	275963	-	981	187	262	272	237	434	322	233	128	345	642	255	407
gene-Rv0231	NC_000962.3	276058	277764	+	1707	373	450	372	372	552	480	441	184	479	828	270	509
gene-Rv0232	NC_000962.3	277899	278588	+	690	601	665	492	350	448	307	289	235	691	716	178	784
gene-Rv0233	NC_000962.3	278585	279529	+	945	904	1263	905	667	875	635	470	447	1081	1521	316	1334
gene-Rv0234c	NC_000962.3	279605	281140	-	1536	845	1029	954	881	1110	1051	763	500	1073	1691	193	1085
gene-Rv0235c	NC_000962.3	281166	282614	-	1449	549	651	545	548	589	690	628	305	674	950	140	814
gene-Rv0236c	NC_000962.3	282649	286851	-	4203	4406	3880	3504	3159	3384	3462	4426	2214	3519	5779	887	4057
gene-Rv0236A	NC_000962.3	286898	287071	-	174	275	354	374	177	305	481	415	142	321	958	197	479
gene-Rv0237	NC_000962.3	287186	288352	+	1167	861	806	830	645	926	932	1603	513	765	1259	245	774
gene-Rv0238	NC_000962.3	288428	289042	+	615	834	1216	1050	807	1180	1238	979	538	1351	3678	303	1715
gene-Rv0239	NC_000962.3	289104	289337	+	234	1328	1904	1431	958	1237	1923	1401	624	1679	2789	387	1903
gene-Rv0240	NC_000962.3	289345	289782	+	438	1016	1151	991	855	1074	888	1170	697	1071	1726	181	1359
gene-Rv0241c	NC_000962.3	289812	290654	-	843	2145	2236	1772	1748	2145	1454	1647	1195	2302	4320	453	2930
gene-Rv0242c	NC_000962.3	290665	292029	-	1365	4177	3979	2970	3506	3539	2148	3086	1996	3915	6329	797	4370
gene-Rv0243	NC_000962.3	292171	293493	+	1323	9477	9846	7346	7914	8843	4501	5413	5132	9964	12985	1428	8961
gene-RVnc0008	NC_000962.3	293604	293705	+	102	553	501	479	415	383	272	259	229	583	621	75	388
gene-Rv0244c	NC_000962.3	293798	295633	-	1836	1480	1939	1955	2258	3524	3778	2376	1084	2543	2042	804	1751
gene-Rv0245	NC_000962.3	296005	296493	+	489	279	371	448	381	486	554	406	154	339	925	158	450
gene-Rv0246	NC_000962.3	296809	298119	+	1311	746	1155	1055	756	1231	1023	595	560	1415	2449	219	1580
gene-Rv0247c	NC_000962.3	298116	298862	-	747	1263	1618	1597	1504	2079	1777	1105	774	1973	3885	426	2270
gene-Rv0248c	NC_000962.3	298863	300803	-	1941	3463	4082	3665	3985	4876	3760	2863	2150	4789	6996	779	4229
gene-Rv0249c	NC_000962.3	300834	301655	-	822	1125	1599	1245	1035	1458	1391	1106	514	1655	2632	322	1414
gene-Rv0250c	NC_000962.3	301735	302028	-	294	764	1041	792	441	581	725	657	367	1122	2106	403	1274
gene-Rv0251c	NC_000962.3	302173	302652	-	480	638	694	507	392	346	671	212	174	814	568	188	487
gene-Rv0252	NC_000962.3	302866	305427	+	2562	176	333	499	297	319	308	217	251	689	844	63	815
gene-Rv0253	NC_000962.3	305453	305809	+	357	30	69	76	57	57	35	48	30	90	155	18	146
gene-Rv0254c	NC_000962.3	305825	306349	-	525	83	107	118	89	100	88	72	37	117	184	43	161
gene-Rv0255c	NC_000962.3	306374	307858	-	1485	673	708	777	695	891	559	411	358	853	918	148	705
gene-Rv0256c	NC_000962.3	307877	309547	-	1671	1370	1715	1873	1692	2194	1800	1552	847	1836	2046	359	1473
gene-Rv0257	NC_000962.3	309699	310073	+	375	490	645	683	517	636	822	555	277	776	1065	236	780
gene-Rv0258c	NC_000962.3	310294	310749	-	456	147	183	150	145	215	135	104	109	211	292	37	163
gene-Rv0259c	NC_000962.3	310774	311517	-	744	48	82	109	47	76	66	58	43	118	212	13	137
gene-Rv0260c	NC_000962.3	311514	312659	-	1146	52	88	146	62	92	129	38	51	150	238	9	141
gene-Rv0261c	NC_000962.3	312759	314168	-	1410	86	84	99	59	68	64	56	46	105	166	19	114
gene-Rv0262c	NC_000962.3	314309	314854	-	546	393	508	493	391	373	486	333	186	545	1079	185	837
gene-Rv0263c	NC_000962.3	314864	315766	-	903	713	816	731	609	498	625	551	273	958	1475	205	1327
gene-Rv0264c	NC_000962.3	315783	316415	-	633	414	416	427	387	345	462	363	164	524	795	93	612
gene-Rv0265c	NC_000962.3	316511	317503	-	993	553	604	728	551	662	869	658	296	663	1225	112	673
gene-Rv0266c	NC_000962.3	317525	321154	-	3630	706	759	696	551	914	716	623	421	840	1432	243	969
gene-Rv0267	NC_000962.3	321331	322722	+	1392	1061	1281	804	659	940	894	865	555	1817	1734	671	1730
gene-Rv0268c	NC_000962.3	322764	323273	-	510	412	623	479	337	586	688	429	213	642	1197	450	818
gene-Rv0269c	NC_000962.3	323338	324531	-	1194	483	579	569	422	580	531	586	282	580	658	112	484
gene-Rv0270	NC_000962.3	324567	326249	+	1683	4901	5716	4520	4892	5978	4200	4667	2531	6613	8626	1576	5860
gene-Rv0271c	NC_000962.3	326266	328461	-	2196	3354	3808	3529	3290	4346	3864	4219	2298	4035	5713	1062	4245
gene-Rv0272c	NC_000962.3	328575	329708	-	1134	580	842	921	610	901	804	489	347	911	1944	239	1348
gene-Rv0273c	NC_000962.3	329705	330325	-	621	278	388	404	338	382	375	216	134	464	691	98	478
gene-Rv0274	NC_000962.3	330422	331003	+	582	419	631	566	431	722	754	300	175	591	1279	122	727
gene-Rv0275c	NC_000962.3	330933	331658	-	726	597	790	936	558	876	980	487	272	868	1592	261	924
gene-Rv0276	NC_000962.3	331748	332668	+	921	1679	2084	2035	1544	2433	2440	1556	679	1970	3372	963	2090
gene-Rv0277c	NC_000962.3	332708	333136	-	429	1123	1558	1414	1109	2035	1994	1264	963	1876	2998	376	2052
gene-Rv0278c	NC_000962.3	333437	336310	-	2874	350	416	338	276	314	358	375	158	471	503	85	331
gene-Rv0279c	NC_000962.3	336560	339073	-	2514	496	625	724	476	449	956	437	176	872	1158	87	477
gene-Rv0280	NC_000962.3	339364	340974	+	1611	9140	21935	37851	10008	16062	42389	18192	3833	41462	67638	532	15372
gene-Rv0281	NC_000962.3	340998	341906	+	909	5449	13278	23857	6484	12614	18331	9868	3294	23974	38136	490	10187
gene-Rv0282	NC_000962.3	342130	344025	+	1896	18237	36717	65653	22799	41329	54706	26219	13145	63520	121903	2687	44899
gene-Rv0283	NC_000962.3	344022	345638	+	1617	12148	19952	35996	15226	22695	21345	11441	7831	29911	50988	1272	19114
gene-Rv0284	NC_000962.3	345635	349627	+	3993	17990	32869	61056	25501	38980	47818	20239	11654	54205	98981	2625	34215
gene-Rv0285	NC_000962.3	349624	349932	+	309	1859	3044	5472	2805	3326	4497	2351	1073	4991	6969	215	2791
gene-Rv0286	NC_000962.3	349935	351476	+	1542	6846	10789	19731	10068	13447	18829	9455	3877	19501	34429	1200	12090
gene-Rv0287	NC_000962.3	351525	351818	+	294	3051	4741	9243	5577	7528	11000	5875	1772	9518	19002	1209	6638
gene-Rv0288	NC_000962.3	351848	352138	+	291	5162	9742	16310	8899	15324	20289	9065	3504	17654	34974	1651	13755
gene-Rv0289	NC_000962.3	352149	353036	+	888	9448	14732	30714	15273	22313	26801	14944	6308	24602	46828	2328	20294
gene-Rv0290	NC_000962.3	353083	354501	+	1419	10797	12990	26966	15169	17603	17057	12223	6941	21724	32169	1640	15264
gene-Rv0291	NC_000962.3	354498	355883	+	1386	7521	10441	20246	10060	12834	13905	8578	4756	17253	28126	1129	12880
gene-Rv0292	NC_000962.3	355880	356875	+	996	3198	4941	9305	4112	6303	7381	4368	2163	7328	14979	668	6579
gene-Rv0293c	NC_000962.3	356862	358064	-	1203	1250	1926	2758	1594	2399	2405	1391	944	2314	5242	317	2798
gene-Rv0294	NC_000962.3	358171	358956	+	786	124	149	159	109	172	169	213	99	184	451	55	285
gene-Rv0295c	NC_000962.3	358945	359748	-	804	540	575	526	454	539	635	774	272	549	1070	264	774
gene-Rv0296c	NC_000962.3	359758	361155	-	1398	240	266	220	205	339	378	360	142	295	668	226	507
gene-Rv0297	NC_000962.3	361334	363109	+	1776	2468	2485	1861	1689	2065	2339	2349	1112	3010	2319	924	1777
gene-Rv0298	NC_000962.3	363252	363479	+	228	1088	1810	1126	852	1195	1761	1800	584	1728	3258	554	1824
gene-Rv0299	NC_000962.3	363476	363778	+	303	1585	1848	1544	1115	1899	1710	3482	1043	1616	2816	455	2152
gene-Rv0300	NC_000962.3	363826	364047	+	222	1120	1303	1030	797	1138	1039	1651	554	1191	1933	342	1339
gene-Rv0301	NC_000962.3	364044	364469	+	426	1100	1460	1197	848	1454	1057	1694	868	1622	2915	289	2127
gene-Rv0302	NC_000962.3	364605	365237	+	633	559	698	502	424	615	563	720	386	734	1218	222	964
gene-Rv0303	NC_000962.3	365234	366142	+	909	556	605	519	357	565	485	404	339	601	929	214	861
gene-Rv0304c	NC_000962.3	366150	372764	-	6615	957	1449	1574	1057	1461	1969	1109	568	2106	3844	644	1870
gene-Rv0305c	NC_000962.3	372820	375711	-	2892	596	791	696	500	632	977	719	251	880	1071	251	690
gene-Rv0306	NC_000962.3	375914	376585	+	672	225	218	135	140	214	188	125	97	241	218	35	141
gene-Rv0307c	NC_000962.3	376573	377055	-	483	189	197	150	140	215	162	161	93	209	219	71	138
gene-Rv0308	NC_000962.3	377113	377829	+	717	678	704	837	753	935	920	678	357	681	1053	145	615
gene-Rv0309	NC_000962.3	377931	378587	+	657	1345	1837	1598	1167	1519	2465	2027	549	1577	3033	594	1772
gene-Rv0310c	NC_000962.3	378657	379148	-	492	402	445	350	277	401	452	655	207	446	695	107	497
gene-Rv0311	NC_000962.3	379172	380401	+	1230	161	176	165	189	281	195	120	76	170	350	33	259
gene-Rv0312	NC_000962.3	380556	382418	+	1863	717	753	579	525	791	667	832	373	891	3119	528	1787
gene-Rv0313	NC_000962.3	382490	382876	+	387	901	1394	1228	715	1384	1473	1203	555	1461	3065	493	1794
gene-Rv0314c	NC_000962.3	382879	383541	-	663	1465	1841	1517	1147	1608	1675	1872	941	1854	2949	665	1993
gene-Rv0315	NC_000962.3	383602	384486	+	885	1276	1462	1376	911	1535	1439	2081	795	1653	2674	668	1775
gene-Rv0316	NC_000962.3	384535	385149	+	615	616	690	627	458	890	599	737	394	706	1182	201	802
gene-Rv0317c	NC_000962.3	385173	385943	-	771	910	978	948	768	888	1057	981	478	899	1648	209	968
gene-Rvnt04	NC_000962.3	386204	386274	-	71	6	9	7	11	9	17	2	1	17	19	2	7
gene-Rv0318c	NC_000962.3	386305	387099	-	795	110	123	99	80	99	111	127	65	131	182	54	129
gene-Rv0319	NC_000962.3	387148	387816	+	669	269	302	264	236	267	323	357	150	287	319	45	269
gene-Rv0320	NC_000962.3	387888	388550	+	663	246	277	224	189	206	223	244	98	329	256	53	182
gene-Rv0321	NC_000962.3	388582	389154	+	573	207	272	230	183	244	297	273	111	263	403	117	324
gene-Rv0322	NC_000962.3	389260	390591	+	1332	75	95	74	64	100	104	95	39	99	157	31	114
gene-Rv0323c	NC_000962.3	390580	391251	-	672	121	173	161	122	183	190	189	95	174	305	51	198
gene-Rv0324	NC_000962.3	391352	392032	+	681	100	135	104	95	94	99	98	54	144	229	22	158
gene-Rv0325	NC_000962.3	392039	392263	+	225	55	56	59	29	44	45	57	30	52	123	11	79
gene-Rv0326	NC_000962.3	392273	392728	+	456	63	59	65	47	66	65	54	44	75	108	13	61
gene-Rv0327c	NC_000962.3	392696	394045	-	1350	84	110	137	98	95	85	97	49	145	193	15	125
gene-Rv0328	NC_000962.3	394111	394713	+	603	369	415	378	324	322	316	297	199	422	720	95	460
gene-Rv0329c	NC_000962.3	394694	395320	-	627	184	202	189	175	167	142	163	106	235	397	40	232
gene-Rv0330c	NC_000962.3	395347	396087	-	741	95	100	96	48	89	83	89	40	108	191	21	102
gene-Rv0331	NC_000962.3	396201	397367	+	1167	138	130	132	122	126	127	119	73	166	271	43	179
gene-Rv0332	NC_000962.3	397442	398227	+	786	137	215	217	155	220	176	181	88	204	564	110	298
gene-Rv0333	NC_000962.3	398254	398628	+	375	130	144	125	102	153	170	115	47	120	354	52	201
gene-Rv0334	NC_000962.3	398658	399524	+	867	218	268	304	274	345	306	228	128	349	674	109	385
gene-Rv0335c	NC_000962.3	399535	400050	-	516	198	211	216	212	283	273	138	118	240	296	49	183
gene-Rv0336	NC_000962.3	400192	401703	+	1512	54	61	47	72	28	35	33	13	65	93	3	78
gene-Rv0337c	NC_000962.3	401873	403162	-	1290	2450	3226	3422	2616	3095	2940	2139	1420	4105	7284	501	5806
gene-Rv0338c	NC_000962.3	403193	405841	-	2649	6523	7951	7852	8156	10898	9496	9108	4210	9083	13137	1604	7576
gene-Rv0339c	NC_000962.3	405950	408448	-	2499	691	757	749	694	791	654	588	448	894	1734	199	1202
gene-Rv0340	NC_000962.3	408634	409173	+	540	229	249	262	176	335	428	291	105	280	662	68	284
gene-Rv0341	NC_000962.3	409362	410801	+	1440	14258	11955	9427	10124	14443	23514	25037	6146	16698	20834	1765	4934
gene-Rv0342	NC_000962.3	410838	412760	+	1923	10757	9319	6213	7001	11608	15381	16533	4294	13097	11384	1136	4044
gene-Rv0343	NC_000962.3	412757	414238	+	1482	2533	2802	2720	2198	3620	4031	3523	1509	3302	5719	488	2388
gene-Rv0344c	NC_000962.3	414381	414941	-	561	226	215	185	147	217	218	238	121	306	392	38	161
gene-Rv0345	NC_000962.3	415050	415460	+	411	224	281	274	178	314	268	422	170	291	699	147	441
gene-Rv0346c	NC_000962.3	415502	416965	-	1464	1661	1848	1573	1145	1599	1620	2662	885	2175	4460	1018	2775
gene-Rv0347	NC_000962.3	417304	418290	+	987	176	256	211	180	260	295	246	113	284	714	115	377
gene-Rv0348	NC_000962.3	418293	418946	+	654	172	171	223	155	246	371	275	105	269	789	111	332
gene-Rv0349	NC_000962.3	418949	419608	+	660	123	186	189	123	237	358	174	74	212	762	66	402
gene-Rv0350	NC_000962.3	419835	421712	+	1878	3935	5604	7693	7306	10445	8212	4601	2922	10579	16848	2289	8803
gene-Rv0351	NC_000962.3	421709	422416	+	708	1348	2089	3039	2255	2758	2446	1333	970	4349	7119	705	3406
gene-Rv0352	NC_000962.3	422452	423639	+	1188	2391	3698	4994	3841	4454	3218	2642	1666	5807	8217	826	4143
gene-Rv0353	NC_000962.3	423639	424019	+	381	424	850	1075	760	872	666	542	208	1236	1982	222	844
gene-Rv0354c	NC_000962.3	424269	424694	-	426	353	652	642	373	450	609	404	270	869	1313	99	667
gene-Rv0355c	NC_000962.3	424777	434679	-	9903	1430	2134	2218	1486	1975	2124	1547	957	2565	5043	625	2632
gene-Rv0356c	NC_000962.3	434830	435474	-	645	340	481	489	375	493	763	477	174	490	880	138	570
gene-Rv0357c	NC_000962.3	435471	436769	-	1299	375	523	521	421	616	550	445	209	586	1104	151	647
gene-Rv0358	NC_000962.3	436860	437507	+	648	73	45	85	48	51	78	62	35	71	163	28	97
gene-Rv0359	NC_000962.3	437518	438297	+	780	188	252	216	168	258	274	265	108	292	401	79	268
gene-Rv0360c	NC_000962.3	438302	438739	-	438	124	115	121	68	84	89	139	37	103	187	43	126
gene-Rv0361	NC_000962.3	438822	439649	+	828	476	651	673	585	889	832	514	341	654	2145	226	907
gene-Rv0362	NC_000962.3	439871	441253	+	1383	833	1100	1127	878	1401	1218	798	718	1163	1940	182	1297
gene-Rv0363c	NC_000962.3	441265	442299	-	1035	2319	2961	2693	2838	3875	3114	2919	1456	3441	4223	477	2534
gene-Rv0364	NC_000962.3	442395	443078	+	684	767	1028	964	632	993	1158	1125	370	1184	1927	257	1126
gene-Rv0365c	NC_000962.3	443067	444197	-	1131	1048	1287	1171	940	917	1089	964	549	1416	2155	209	1533
gene-Rv0366c	NC_000962.3	444222	444815	-	594	420	515	631	417	361	509	292	237	653	1116	46	859
gene-Rv0367c	NC_000962.3	444844	445233	-	390	429	574	543	448	458	601	486	249	637	1136	97	837
gene-Rv0368c	NC_000962.3	445314	446525	-	1212	61	60	54	53	62	55	54	25	75	99	20	79
gene-Rv0369c	NC_000962.3	446531	447046	-	516	37	65	59	56	70	71	61	29	92	152	15	79
gene-Rv0370c	NC_000962.3	447147	448043	-	897	62	65	61	66	49	76	36	42	108	185	17	92
gene-Rv0371c	NC_000962.3	448040	448633	-	594	35	38	32	20	31	31	20	31	35	67	9	49
gene-Rv0372c	NC_000962.3	448630	449385	-	756	42	43	49	48	83	43	33	19	63	61	13	49
gene-Rv0373c	NC_000962.3	449404	451803	-	2400	239	256	200	232	320	209	197	142	295	321	54	226
gene-Rv0374c	NC_000962.3	451800	452279	-	480	43	37	30	42	40	47	26	16	52	26	9	33
gene-Rv0375c	NC_000962.3	452294	453154	-	861	42	43	46	51	48	41	56	27	80	54	9	40
gene-Rv0376c	NC_000962.3	453230	454372	-	1143	16	21	18	11	18	8	8	8	18	32	0	22
gene-Rv0377	NC_000962.3	454421	455386	+	966	0	1	1	0	1	0	0	0	0	0	0	0
gene-Rv0378	NC_000962.3	455637	455858	+	222	0	0	0	1	2	0	0	0	2	0	0	0
gene-Rv0379	NC_000962.3	455977	456192	+	216	24	30	23	14	18	29	16	15	31	58	4	17
gene-Rv0380c	NC_000962.3	456268	456819	-	552	320	348	281	228	227	189	186	134	320	457	51	289
gene-Rv0381c	NC_000962.3	456915	457823	-	909	1188	1492	1273	1005	1079	952	1098	734	1339	1853	295	1339
gene-Rv0382c	NC_000962.3	457841	458380	-	540	1309	1502	1636	1216	1264	1086	1185	847	1578	2327	220	1668
gene-Rv0383c	NC_000962.3	458461	459315	-	855	4045	4614	4137	3648	4073	3639	3639	2020	4909	7590	840	4299
gene-Rv0384c	NC_000962.3	459456	462002	-	2547	1582	1766	1419	1333	1541	1494	1034	642	2245	2277	918	1633
gene-Rv0385	NC_000962.3	462135	463307	+	1173	235	360	290	161	297	339	243	137	306	411	51	249
gene-Rv0386	NC_000962.3	463411	466668	+	3258	546	696	764	669	497	993	353	207	798	1653	178	955
gene-Rv0389	NC_000962.3	468335	469594	+	1260	287	350	293	272	352	340	360	172	360	613	108	380
gene-Rv0390	NC_000962.3	469591	470013	+	423	251	285	272	240	278	300	273	122	308	598	103	407
gene-Rv0391	NC_000962.3	470010	471230	+	1221	695	855	904	743	802	771	806	418	900	1891	246	1153
gene-Rv0392c	NC_000962.3	471227	472639	-	1413	485	597	583	537	654	459	352	289	701	1417	185	1004
gene-Rv0393	NC_000962.3	472781	474106	+	1326	573	584	676	532	602	606	496	335	603	842	100	549
gene-Rv0394c	NC_000962.3	474122	474841	-	720	310	387	357	297	392	491	264	170	393	920	114	417
gene-Rv0395	NC_000962.3	474940	475344	+	405	19	33	18	12	19	28	20	8	40	54	6	38
gene-Rv0396	NC_000962.3	475350	475742	+	393	38	76	54	36	74	79	52	35	79	195	13	123
gene-Rv0397	NC_000962.3	475816	476184	+	369	27	43	42	42	29	44	35	11	43	113	10	58
gene-Rv0397A	NC_000962.3	476394	476642	+	249	166	304	235	200	281	255	186	99	315	607	71	372
gene-Rv0398c	NC_000962.3	476679	477320	-	642	354	461	399	416	544	380	384	223	495	543	114	506
gene-Rv0399c	NC_000962.3	477327	478556	-	1230	436	478	570	534	805	753	630	409	606	1218	121	854
gene-Rv0400c	NC_000962.3	478566	479753	-	1188	801	819	863	1041	1521	1166	1012	574	885	1430	181	909
gene-Rv0401	NC_000962.3	479789	480160	+	372	32	29	51	30	41	57	55	14	41	88	15	27
gene-Rv0402c	NC_000962.3	480355	483231	-	2877	543	725	629	514	693	884	904	313	798	1436	194	737
gene-Rv0403c	NC_000962.3	483228	483656	-	429	111	168	127	68	83	118	133	48	116	246	38	163
gene-Rv0404	NC_000962.3	483977	485734	+	1758	613	831	713	537	810	917	732	275	1020	1452	200	896
gene-Rv0405	NC_000962.3	485731	489939	+	4209	1508	2060	1986	1683	1681	1734	1262	726	2431	3850	314	2450
gene-Rv0406c	NC_000962.3	489887	490705	-	819	425	544	458	323	376	494	360	195	517	644	60	475
gene-Rv0407	NC_000962.3	490783	491793	+	1011	439	524	517	469	618	513	391	254	619	1228	192	834
gene-Rv0408	NC_000962.3	491786	493858	+	2073	962	1225	1347	1217	1364	1154	785	776	1439	3051	252	1961
gene-Rv0409	NC_000962.3	493851	495008	+	1158	770	909	981	738	858	820	668	440	1016	1854	173	1174
gene-Rv0410c	NC_000962.3	495062	497314	-	2253	1838	2671	3058	2040	3254	2912	2519	1521	3134	6432	634	4374
gene-Rv0411c	NC_000962.3	497314	498300	-	987	887	1334	1521	1181	1975	1892	1100	1041	1460	2795	317	2222
gene-Rv0412c	NC_000962.3	498300	499619	-	1320	1180	1690	1933	1640	3204	2158	1430	1148	1893	4938	462	2936
gene-Rv0413	NC_000962.3	499713	500366	+	654	275	375	356	240	389	399	469	209	375	643	104	468
gene-Rv0414c	NC_000962.3	500350	501018	-	669	196	208	197	167	235	243	274	124	229	344	61	237
gene-Rv0415	NC_000962.3	501148	502170	+	1023	211	278	255	192	289	257	280	148	245	485	114	328
gene-Rv0416	NC_000962.3	502167	502373	+	207	32	43	40	41	51	43	51	26	50	112	12	52
gene-Rv0417	NC_000962.3	502366	503124	+	759	132	155	199	153	229	187	200	86	190	449	59	233
gene-Rv0418	NC_000962.3	503496	504998	+	1503	1115	1317	1432	1328	1732	1895	1929	696	1508	2457	253	1369
gene-Rv0419	NC_000962.3	505086	506582	+	1497	2024	2340	2296	1778	2488	2398	2763	1315	2624	4239	613	3093
gene-Rv0420c	NC_000962.3	506561	506971	-	411	476	586	575	408	612	626	490	303	683	1344	156	944
gene-Rv0421c	NC_000962.3	507132	507761	-	630	790	826	767	583	725	502	683	566	832	1657	121	1209
gene-Rv0422c	NC_000962.3	507758	508555	-	798	1089	1039	1096	918	1171	892	861	687	1066	1965	194	1562
gene-Rv0423c	NC_000962.3	508582	510225	-	1644	3629	4722	4269	3650	5168	4413	3922	2554	5355	9014	1019	6209
gene-Rv0424c	NC_000962.3	510377	510652	-	276	832	1068	1198	961	1296	1009	864	517	1306	1611	237	1324
gene-Rv0425c	NC_000962.3	510702	515321	-	4620	9258	9866	9494	8488	10705	8404	8581	6008	11372	15619	1971	10740
gene-Rv0426c	NC_000962.3	515373	515816	-	444	879	1156	893	842	974	1159	937	430	1506	1924	311	1176
gene-Rv0427c	NC_000962.3	516017	516892	-	876	278	300	274	230	335	347	376	116	299	682	76	389
gene-Rv0428c	NC_000962.3	516895	517803	-	909	201	223	274	183	320	272	339	138	229	496	71	309
gene-Rv0429c	NC_000962.3	517803	518396	-	594	126	169	156	137	136	236	167	69	176	364	53	160
gene-Rv0430	NC_000962.3	518733	519041	+	309	366	672	565	329	508	623	436	197	663	2024	201	938
gene-Rv0431	NC_000962.3	519073	519567	+	495	626	743	782	613	734	792	651	329	919	2075	194	1094
gene-Rv0432	NC_000962.3	519600	520322	+	723	1198	1447	1251	896	1463	1474	1834	770	1459	3206	453	1884
gene-Rv0433	NC_000962.3	520324	521454	+	1131	1155	1460	1276	988	1515	1466	1830	657	1511	3868	486	2264
gene-Rv0434	NC_000962.3	521514	522167	+	654	653	718	574	394	544	526	721	363	724	1383	158	903
gene-Rv0435c	NC_000962.3	522347	524533	-	2187	2083	2177	2165	1729	1966	1683	1763	1245	2338	4240	492	3055
gene-Rv0436c	NC_000962.3	524530	525390	-	861	702	791	780	579	763	784	817	366	935	1401	197	989
gene-Rv0437c	NC_000962.3	525387	526082	-	696	382	363	357	255	317	353	386	180	405	585	108	462
gene-Rv0438c	NC_000962.3	526143	527360	-	1218	494	573	533	427	600	644	634	361	586	833	112	556
gene-Rv0439c	NC_000962.3	527379	528314	-	936	224	245	245	198	251	324	260	97	285	579	100	307
gene-Rv0440	NC_000962.3	528608	530230	+	1623	6250	10086	15496	17899	28539	16582	6999	7032	15856	55628	2772	25122
gene-Rv0441c	NC_000962.3	530296	530724	-	429	601	721	732	596	967	769	632	409	773	1361	237	972
gene-Rv0442c	NC_000962.3	530751	532214	-	1464	394	609	586	458	652	704	663	302	611	1193	195	753
gene-Rv0443	NC_000962.3	532396	532911	+	516	710	985	987	795	1119	1185	801	451	838	2047	203	956
gene-Rv0444c	NC_000962.3	533091	533789	-	699	693	775	989	703	974	1089	995	464	774	1624	183	992
gene-Rv0445c	NC_000962.3	533833	534396	-	564	205	248	262	165	254	399	256	117	277	635	78	341
gene-Rv0446c	NC_000962.3	534445	535215	-	771	433	437	451	343	416	461	454	243	483	918	100	454
gene-Rv0447c	NC_000962.3	535224	536507	-	1284	537	651	635	463	711	480	351	377	692	1211	120	586
gene-Rv0448c	NC_000962.3	536504	537169	-	666	171	231	206	184	239	188	133	135	313	386	33	211
gene-Rv0449c	NC_000962.3	537229	538548	-	1320	722	879	885	700	1066	610	490	561	1046	1205	124	668
gene-Rv0450c	NC_000962.3	538588	541491	-	2904	1958	2955	2968	2416	2718	2725	2083	1031	3641	4825	581	3011
gene-Rv0451c	NC_000962.3	541488	541910	-	423	264	475	409	251	377	503	387	126	621	759	93	423
gene-Rv0452	NC_000962.3	542142	542852	+	711	58	62	98	75	92	77	81	36	99	162	32	84
gene-Rv0453	NC_000962.3	543174	544730	+	1557	149	193	201	144	189	229	140	116	240	373	54	233
gene-Rv0455c	NC_000962.3	545375	545821	-	447	693	1012	853	537	929	1325	907	266	1110	2322	401	967
gene-Rv0456c	NC_000962.3	545889	546803	-	915	111	118	141	75	120	147	163	51	115	290	51	161
gene-Rv0456A	NC_000962.3	547076	547357	-	282	48	92	98	78	72	149	79	37	116	132	21	84
gene-Rv0456B	NC_000962.3	547344	547517	-	174	18	27	27	32	25	93	22	11	41	68	10	28
gene-Rv0457c	NC_000962.3	547586	549607	-	2022	182	276	325	284	449	605	319	128	295	531	63	264
gene-Rv0458	NC_000962.3	549675	551198	+	1524	1753	2061	1413	1434	2002	876	1308	766	2665	2954	491	3034
